Title,Abstract,Authors,Authors text,Broad Topic,Citation,Created,Doi,Editor,Files,First Author,Grant,Journal/Book,Last edited time,Link,Narrow topic,Nickname,Notes,PMID,Parent topics,Project Tasks,Publication date,Related articles,Senior Author,Start and Completion dates (estimate),Status,Team Members,Topics,Type,Year,🚀 Projects (old)
Video ocular counter-roll (vOCR): Otolith-ocular function and compensatory effect of neck following vestibular loss,"Objective
Assessment of recovery following vestibular loss has been limited by the lack of bedside measures in clinical settings. Here, we used the video ocular counter-roll (vOCR) test to study otolith-ocular function and compensatory effect of neck proprioception in patients at different stages of vestibular loss.
Study Design
Case-control study.
Setting
Tertiary care center.
Methods
Fifty-six subjects were recruited including patients with acute (9 ± 2 days [mean ± standard error of mean]), subacute (61 ± 11 days), and chronic (1009 ± 266 days) unilateral loss of vestibular function, as well as a group of healthy controls. We used a video-oculography method based on tracking the iris for vOCR measurement. To examine the effect of neck inputs, vOCR was recorded during two simple tilt maneuvers in all subjects while seated: 30° head-on-body tilt and 30° head-and-body tilt.
Results
The vOCR responses evolved at different stages following vestibular loss with improvement of the gains in the chronic stage. The deficit was more pronounced when the whole body was tilted (acute: 0.08 ± 0.01, subacute: 0.11 ± 0.01, chronic: 0.13 ± 0.02, healthy control: 0.18 ± 0.01), and the gain of vOCR improved when the head was tilted on the body (acute: 0.11 ± 0.01, subacute: 0.14 ± 0.01, chronic: 0.13 ± 0.02, healthy control: 0.17 ± 0.01). The time course of vOCR response was affected as well with reduced amplitude and slower response in the acute stage of vestibular loss.
Conclusion
The vOCR test can be valuable as a clinical marker to measure vestibular recovery and compensatory effect of neck proprioception in patients at different stages following loss of vestibular function.","Yang, Yuchen (https://www.notion.so/Yang-Yuchen-098bbe78dbd745618980f1aad26eed1c?pvs=21), Tian, Jing (https://www.notion.so/Tian-Jing-5aea07edc0084c9ab2b2202b8544a8a8?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Schubert, Michael (https://www.notion.so/Schubert-Michael-be9dd5934032430296fbd811266b54c6?pvs=21), Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)","Yang, Tian, Otero-Millan, Schubert, Kheradmand",Diagnosis,Otolaryngol Head Neck Surg. 2023 Mar 2,"January 27, 2023 3:00 PM",10.1002/ohn.304,,,"Yang, Yuchen (https://www.notion.so/Yang-Yuchen-098bbe78dbd745618980f1aad26eed1c?pvs=21)",,Otolaryngol Head Neck Surg,"March 27, 2023 9:23 PM",https://aao-hnsfjournals.onlinelibrary.wiley.com/doi/10.1002/ohn.304,"Diagnostics, Head tilt eye movements",,,,https://www.notion.so/e62515c7db9d4b699311e625070c2c7b,,"March 2, 2023",,"Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)","March 2, 2018 → March 2, 2023",Published🎉,,Torsion (https://www.notion.so/Torsion-349efb631fa94f8381104b32760d2079?pvs=21),Research article,2023,
Neural Dynamics of Set-Point Adaptation in the Gaze-Holding System,,,,,,"March 8, 2023 5:51 PM",,,,"Tyson, Terence (https://www.notion.so/Tyson-Terence-8c201b26d08b4c3da5e7100ba5a5498e?pvs=21)",,,"September 5, 2025 9:45 AM",,,,,,,,,"Seung, 1995 (https://www.notion.so/Seung-1995-f2d6f90637764db889c3c335ac00b1df?pvs=21), Lee et al., 1997 (https://www.notion.so/Lee-et-al-1997-cdbe5b66f5d4412ebb97addf6f3a4797?pvs=21), Turaga et al.,  2006 (https://www.notion.so/Turaga-et-al-2006-1649fcb31831454b9fe3148d9161efde?pvs=21), Seung, 1998 (https://www.notion.so/Seung-1998-cb7a51f0fa1f4116a64f40aca58cda1a?pvs=21), Seung, 1997 (https://www.notion.so/Seung-1997-418bfdf0557342d28a1e09df6142a2c3?pvs=21), Seung, 1997 (https://www.notion.so/Seung-1997-962a78a3e30b4795b20c3dba6fdd36bc?pvs=21), Goldman et al., 2003 (https://www.notion.so/Goldman-et-al-2003-4e476afeb4244123bd4ffdffdcde5950?pvs=21), Seung, 1996 (https://www.notion.so/Seung-1996-ca2ec9b563b2405782fab12cc33665c1?pvs=21), Miri et al., 2022 (https://www.notion.so/Miri-et-al-2022-01d8d1cb784544c9a9f8dba6ac366249?pvs=21), Major et al., 2004 (https://www.notion.so/Major-et-al-2004-7d6dace79fdc478cb73b5d89cb877c37?pvs=21), Major et al., 2004 (https://www.notion.so/Major-et-al-2004-29eabb78c4f74a5192b177e89fb08302?pvs=21), Mensh et al., 2004 (https://www.notion.so/Mensh-et-al-2004-f3085084b10f411a91164a20bace1ac7?pvs=21), Aksay et al., 2001 (https://www.notion.so/Aksay-et-al-2001-cbd6f6ff63e34bb3a1c5fc2654acde9a?pvs=21), Cannon & Robinson, 1985 (https://www.notion.so/Cannon-Robinson-1985-c45060d2996443dabc665dc22a8ef140?pvs=21), Arnold & Robinson, 1997 (https://www.notion.so/Arnold-Robinson-1997-7bf144b5d5b44e5bacd64b99c49acb37?pvs=21), Miconi, 2017 (https://www.notion.so/Miconi-2017-89afc10e49844d39a872a137acbb676f?pvs=21), Züge et al., 2023 (https://www.notion.so/Z-ge-et-al-2023-9d26a23d4ebd45c08d67f1af169b4dcc?pvs=21), Hoffman, 1966 (https://www.notion.so/Hoffman-1966-83745e35ccec4020ae95e8667d505587?pvs=21), Miller, 2022 (https://www.notion.so/Miller-2022-8b7af7806004418ead52957f417698ef?pvs=21), Sagodi, 2024 (https://www.notion.so/Sagodi-2024-8a507fb9652c4892a199588effc36e8e?pvs=21), Fisher et al., 2013 (https://www.notion.so/Fisher-et-al-2013-c8faa55ddd70481c88441603cb2b7777?pvs=21), Robinson, 1989 (https://www.notion.so/Robinson-1989-199d429095d94d30a88fb34734c540cc?pvs=21)",,,📝In preparation,,,,,
Open Iris - An Open Source Framework for Video-Based Eye-Tracking Research and Development,"Eye-tracking is an essential tool in many fields, yet existing solutions are often limited for customized applications due to cost or lack of flexibility. We present OpenIris, an adaptable and user-friendly open-source framework for video-based eye-tracking. OpenIris is developed in C# with modular design that allows further extension and customization through plugins for different hardware systems, tracking, and calibration pipelines. It can be remotely controlled via a network interface from other devices or programs. Eye movements can be recorded online from camera stream or offline post-processing recorded videos. Example plugins have been developed to track eye motion in 3-D, including torsion. Currently implemented binocular pupil tracking pipelines can achieve frame rates of more than 500Hz. With the OpenIris framework, we aim to fill a gap in the research tools available for high-precision and high-speed eye-tracking, especially in environments that require custom solutions that are not currently well-served by commercial eye-trackers.","Sadeghi, Roksana (https://www.notion.so/Sadeghi-Roksana-0062b93c180840e1bf7dff7c0569aabe?pvs=21), Ressmeyer, Ryan (https://www.notion.so/Ressmeyer-Ryan-94ace25531054f93be7c0b3d4d5aec34?pvs=21), Yates, Jacob (https://www.notion.so/Yates-Jacob-5259f8ab0bbf4943865c59c817d85b6a?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Sadeghi, Ressmeyer, Yates, Otero-Millan",Measuring eye movements,"ETRA '24: Proceedings of the 2024 Symposium on Eye Tracking Research and Applications June 2024 Article No.: 17, Pages 1 - 7","March 21, 2023 11:37 AM",https://doi.org/10.1145/3649902.3653348,,,"Sadeghi, Roksana (https://www.notion.so/Sadeghi-Roksana-0062b93c180840e1bf7dff7c0569aabe?pvs=21)",,ETRA,"June 28, 2024 10:04 PM",https://dl.acm.org/doi/10.1145/3649902.3653348#,Eye tracking,openiris,,,,,"June 4, 2024",Otero-Millan et al 2015 (https://www.notion.so/Otero-Millan-et-al-2015-6f48712bd0454551bde85b42986a1354?pvs=21),"Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","June 4, 2023 → June 4, 2024",Published🎉,,Eye tracking (https://www.notion.so/Eye-tracking-4be05eee214f43779ec0b220e6990df3?pvs=21),Methods,2024,
Simmonsz idea of otolith gain increasing in SO palsy to facilitate aligment with small head tilt,,,,,,"March 23, 2023 9:59 AM",,,,,,,"March 23, 2023 9:59 AM",,,,,,,,,,,,🧠Brainstorming,,,,,
Healing grid illusion and tilt? relation to eye movements?,,,,,,"April 3, 2023 9:39 AM",,,,,,,"April 3, 2023 9:39 AM",,,,,,,,,,,,🧠Brainstorming,,,,,
Oblique/vertical/horizontal rebound,,,,Ocular motor control,,"April 25, 2023 9:51 PM",,,,"Tyson, Terence (https://www.notion.so/Tyson-Terence-8c201b26d08b4c3da5e7100ba5a5498e?pvs=21)",,,"October 7, 2025 10:01 PM",,,,,,,"NASA IRB Submission and Review (https://www.notion.so/NASA-IRB-Submission-and-Review-6d35e7ba50674ef4998a565d2de4b43f?pvs=21), Experiment Design + Programming (https://www.notion.so/Experiment-Design-Programming-461dd0f08c8c413d95afd8ab9e153d07?pvs=21), Subject Recruitment + Data Collection (https://www.notion.so/Subject-Recruitment-Data-Collection-40347bb94a634c49a049336d88cc170e?pvs=21), Data Analysis (https://www.notion.so/Data-Analysis-ba4e3f8b67ef435a97cd9a3d2a9e7920?pvs=21), Troubleshooting eye-tracker/testing oblique + vertical EGH (https://www.notion.so/Troubleshooting-eye-tracker-testing-oblique-vertical-EGH-10d0f128f4cd4e81a0c8d397d21298f1?pvs=21), Oblique EGH data collection + analysis (https://www.notion.so/Oblique-EGH-data-collection-analysis-59219dea5bf74ad29f174e8b0de0da78?pvs=21)",,,,,📝In preparation,Terence Tyson,,,,
Amplification of vibration induced nystagmus in patients with peripheral vestibular loss by head tilt,,"Shemesh, Ari (https://www.notion.so/Shemesh-Ari-a886476d06474e9dbe707e36c608b311?pvs=21), Kattah, Jorge (https://www.notion.so/Kattah-Jorge-510958708ff14aa086f46fdd67eb479d?pvs=21), Zee, David S (https://www.notion.so/Zee-David-S-a54d8115dd39404fa3fbe60216ee1f7c?pvs=21), Zuma E Maia, Francisco (https://www.notion.so/Zuma-E-Maia-Francisco-23372fb2131a80a9b88ec8d9938e721a?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Shemesh, Kattah, Zee, Zuma E Maia, Otero-Millan",,"Front. Neurol., 15 October 2024","April 27, 2023 2:05 PM",https://doi.org/10.3389/fneur.2024.1420699,,,"Shemesh, Ari (https://www.notion.so/Shemesh-Ari-a886476d06474e9dbe707e36c608b311?pvs=21)",,Front Neurol,"November 17, 2025 11:50 AM",https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2024.1420699/full,,vibration head tilt,,,,,"October 15, 2024",,"Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)",,Published🎉,,,Research article,2024,
Phone tracking of head and eye movements,,,,,,"April 27, 2023 2:07 PM",,,,"Kargilis, Daniel (https://www.notion.so/Kargilis-Daniel-9d145c6fa5d641589a50c9be29be8ac1?pvs=21)",,,"April 27, 2023 2:08 PM",,,,,,,,,,,,🔬Data collection,,,,,
Visual distortions and ocular following response,,,,,,"May 3, 2023 2:02 PM",,,,"McLean, Iona (https://www.notion.so/McLean-Iona-f0b3bdf433bf4176bf98d20053958866?pvs=21)",,,"November 17, 2025 11:33 AM",,,,,,,,,,,,✋On hold,,,,,
Microsaccades in 6D,,,,"Measuring eye movements, Ocular motor control",,"May 11, 2023 9:21 PM",,,,"Sadeghi, Roksana (https://www.notion.so/Sadeghi-Roksana-0062b93c180840e1bf7dff7c0569aabe?pvs=21)",,,"January 15, 2025 1:59 PM",,FEM,,,,,,,"Van Rijn 1994 (https://www.notion.so/Van-Rijn-1994-884da420eb484e489d50f06551016755?pvs=21), Sadeghpour 2020 (https://www.notion.so/Sadeghpour-2020-401172958d794364b42d54e1baaa57bf?pvs=21), Hofmann, Domdei, Jainta, Harmening 2022 (https://www.notion.so/Hofmann-Domdei-Jainta-Harmening-2022-91cd532d1669432296fe6700b5adb748?pvs=21), Fixational drift is driven by diffusive dynamics in central neural circuitry | Nature Communications (https://www.notion.so/Fixational-drift-is-driven-by-diffusive-dynamics-in-central-neural-circuitry-Nature-Communications-8abd02a017fe482ea4fb33123ef51fed?pvs=21), Marion R. Van Horn and Kathleen E. Cullen 2012 (https://www.notion.so/Marion-R-Van-Horn-and-Kathleen-E-Cullen-2012-2350ceb037244895ad9935bf650573d0?pvs=21)",,,🔬Data collection,,"Ocular motor control (https://www.notion.so/Ocular-motor-control-e62515c7db9d4b699311e625070c2c7b?pvs=21), Eye tracking (https://www.notion.so/Eye-tracking-4be05eee214f43779ec0b220e6990df3?pvs=21)",,,
Evolution of visual and oculomotor system,,,,,,"May 22, 2023 8:31 PM",,,,,,,"May 22, 2023 8:35 PM",,,,,,,,,,,,🧠Brainstorming,,,,,
Intermittent exotropia and head tilt,,,,,,"May 26, 2023 9:17 AM",,,,,,,"May 26, 2023 9:18 AM",,,,,,,,,,,,🧠Brainstorming,,,,,
Video ocular counter roll: A bedside test of otolith-ocular function,Here we review the clinical value of a video-oculography test for clinical evaluation of vestibular otolith function. This test is known as the video ocular counter roll (vOCR) and is based on measurement of torsional vestibulo-ocular reflex with a lateral head tilt. The vOCR test consists of a simple maneuver during which the head and torso are tilted en bloc by the examiner. The pattern of vOCR deficit among patients highlights its clinical value in identifying the stage of vestibular loss and recovery. The quick application of vOCR allows examination of otolith-ocular function and assessment of vestibular recovery at the bedside.,"Yang, Yuchen (https://www.notion.so/Yang-Yuchen-098bbe78dbd745618980f1aad26eed1c?pvs=21), Tian, Jing (https://www.notion.so/Tian-Jing-5aea07edc0084c9ab2b2202b8544a8a8?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)","Yang, Tian, Otero-Millan, Kheradmand",Diagnosis,Ann Clin Transl Neurol. 2023 Dec;10(12):2426-2429.,"August 17, 2023 4:50 PM",https://doi.org/10.1002/acn3.51921,,,"Yang, Yuchen (https://www.notion.so/Yang-Yuchen-098bbe78dbd745618980f1aad26eed1c?pvs=21)",,Annals of Clinical and Translational Neurology,"December 26, 2023 9:46 AM",https://onlinelibrary.wiley.com/doi/10.1002/acn3.51921,Diagnostics,miniVOCR,,10723232,https://www.notion.so/e62515c7db9d4b699311e625070c2c7b,,"October 13, 2023",,"Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)","December 26, 2021 → December 26, 2023",Published🎉,,Torsion (https://www.notion.so/Torsion-349efb631fa94f8381104b32760d2079?pvs=21),,2023,
Horizontal saccade bias results from combination of saliency anisotropies and egocentric biases,,"Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Reeves, Otero-Millan",,,"January 17, 2024 10:51 AM",,,,"Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21)",,Scientific Reports,"December 22, 2025 4:46 PM",,,,,,,,,"Wismeijer 2012 (https://www.notion.so/Wismeijer-2012-e5b73dadd74747f69ed06da0023428f5?pvs=21), Samonds 2018 (https://www.notion.so/Samonds-2018-96093f150f4b4ea8a154ae78e4e9065f?pvs=21), Rolfs 2022 (https://www.notion.so/Rolfs-2022-4baaa6f1f7064de7b55957858953c064?pvs=21), Harrison 2023 (https://www.notion.so/Harrison-2023-3ecb880588fb4bfea9842b8716a50385?pvs=21), Dragoni 2001 (https://www.notion.so/Dragoni-2001-ebbb9673fd7149eb9e7c3d82f16a12ae?pvs=21), Geisler 2007 (https://www.notion.so/Geisler-2007-86dbb7699d1b47a9b2cf32857ff39358?pvs=21), Koevoet 2024 (https://www.notion.so/Koevoet-2024-4a84b47857a24a6a8bdbb4bc8676e6fa?pvs=21), van der Linde 2009 (https://www.notion.so/van-der-Linde-2009-ae9754a1bab841f8bff70909a05ce25d?pvs=21), Kummerer et al 2022 (https://www.notion.so/Kummerer-et-al-2022-f87364f4fa4648a2b837a7aee7d84575?pvs=21), Girard & Berthoz 2005 (https://www.notion.so/Girard-Berthoz-2005-7ccf22eeb3574f89a859340ae2b42f5a?pvs=21), Le Meur & Coutrot 2016 (https://www.notion.so/Le-Meur-Coutrot-2016-473f675e1b0c42da8db5e643eb1752bd?pvs=21), Kupers 2022 (https://www.notion.so/Kupers-2022-19360e2f79b54adcb747b6c766c35b17?pvs=21), Hansen 2004 (https://www.notion.so/Hansen-2004-d9761ea938ac408d85a9e51e24badbf6?pvs=21), Switkes 1978 (https://www.notion.so/Switkes-1978-c04f72cc32ae4bb485dbfa788e8af947?pvs=21), Field 1987 (https://www.notion.so/Field-1987-0aeb308a4fac43b9b5908ff43d41b37c?pvs=21), Coppola 1998 (https://www.notion.so/Coppola-1998-73f4278c70f74552911fc2210ba315a4?pvs=21), Groner 2008 (https://www.notion.so/Groner-2008-1d0765d634f84fa8a138854397d1a5f8?pvs=21), Raman 2017 (https://www.notion.so/Raman-2017-7d1f9bfcab6a4a46a5c5588ecad51d64?pvs=21), Kiel 2000 (https://www.notion.so/Kiel-2000-0f633b1fcf8648cfa6b9875880dffe58?pvs=21), Lin 2023 (https://www.notion.so/Lin-2023-167b1c4737704f02a80e275075d9f1f8?pvs=21), Le Meur 2015 (https://www.notion.so/Le-Meur-2015-d34b40a64ed0423a9d8c0350d773b030?pvs=21), Schwetlick 2020 (https://www.notion.so/Schwetlick-2020-aa40395ad0e84a7c89099b965d54f711?pvs=21), Klimmasch 2021 (https://www.notion.so/Klimmasch-2021-b9ad7c4f4213448c8c95c1016e3b2799?pvs=21), Li 2003 (https://www.notion.so/Li-2003-45033de102174e8f855314a0f9151d55?pvs=21), Tatler 2009 (https://www.notion.so/Tatler-2009-ae98b6d0595f43d9b2d5fc905ac97a23?pvs=21), Burlingham 2024 (https://www.notion.so/Burlingham-2024-8a1fd46c84184a6989366ca14d829c28?pvs=21), Gibaldi & Banks 2019 (https://www.notion.so/Gibaldi-Banks-2019-ced148255efd46c7953d968bbb3ce44c?pvs=21), Simoncelli 2001 (https://www.notion.so/Simoncelli-2001-dd80418439ef4e46a8420bf2ec867d14?pvs=21), Robinson 1972 (https://www.notion.so/Robinson-1972-d03eefcb2eef45cb9b7a63ee165eb288?pvs=21), Mansfield 1974 (https://www.notion.so/Mansfield-1974-3dad1baec2534c45baa777f8e2a5e495?pvs=21), Wang 2015 (https://www.notion.so/Wang-2015-15317ccf779c41ccbfa693746158d061?pvs=21), Gupta 2023 (https://www.notion.so/Gupta-2023-8d74a3ef020b4c22827f9f90898205ba?pvs=21), Walls 1961 (https://www.notion.so/Walls-1961-95154d84ce75485a95e87825f65c996f?pvs=21), Irving 2019 (https://www.notion.so/Irving-2019-ead459e0411342399c0e54aa7a84fae5?pvs=21), Schall 1995 (https://www.notion.so/Schall-1995-a19256fd52054381b806683440163b19?pvs=21), Kummerer 2023 (https://www.notion.so/Kummerer-2023-b46da2c3263742e49e7702bf990f7662?pvs=21), Boccignone 2020 (https://www.notion.so/Boccignone-2020-e8ede0ba90544bbabe41241cf230ccdc?pvs=21), Kasneci 2024 (https://www.notion.so/Kasneci-2024-2ffe79d5e05845c986b976204a10a60d?pvs=21), A-Izzeddin 2024 (https://www.notion.so/A-Izzeddin-2024-d9e13d6bd0ea45b896b9af55de6783ee?pvs=21), Killian 2015 (https://www.notion.so/Killian-2015-1a072fb2131a80cda701e15536eaf2bf?pvs=21)","Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)",,↪Rebuttal,,,Research article,,New project for publication (https://www.notion.so/New-project-for-publication-73009e06df014bcda634eff28c05c3c4?pvs=21)
